<TICKER>;<PER>;<DATE>;<TIME>;<LAST>;<VOL>
RU000A0JXN21;0;20190123;125800;98.500000000;20
RU000A0JXN21;0;20190123;130616;98.490000000;2
RU000A0JXN21;0;20190123;130727;98.490000000;1
RU000A0JXN21;0;20190123;130831;98.500000000;397
RU000A0JXN21;0;20190123;130946;98.500000000;95
RU000A0JXN21;0;20190123;131101;98.500000000;15
RU000A0JXN21;0;20190123;131146;98.500000000;3
RU000A0JXN21;0;20190123;131212;98.500000000;190
RU000A0JXN21;0;20190123;131237;98.490000000;3
RU000A0JXN21;0;20190123;131647;98.490000000;6
RU000A0JXN21;0;20190123;131647;98.480000000;17
RU000A0JXN21;0;20190123;131647;98.480000000;25
RU000A0JXN21;0;20190123;131647;98.480000000;15
RU000A0JXN21;0;20190123;131647;98.480000000;10
RU000A0JXN21;0;20190123;131647;98.440000000;5
RU000A0JXN21;0;20190123;131647;98.430000000;30
RU000A0JXN21;0;20190123;131647;98.430000000;30
RU000A0JXN21;0;20190123;131925;98.500000000;1
RU000A0JXN21;0;20190123;134816;98.490000000;5
RU000A0JXN21;0;20190123;140111;98.490000000;92
RU000A0JXN21;0;20190123;140111;98.490000000;5
RU000A0JXN21;0;20190123;140111;98.500000000;2308
RU000A0JXN21;0;20190123;145646;98.500000000;1
RU000A0JXN21;0;20190123;150153;98.500000000;19
RU000A0JXN21;0;20190123;152923;98.490000000;100
RU000A0JXN21;0;20190123;153529;98.500000000;3
RU000A0JXN21;0;20190123;153559;98.500000000;5
RU000A0JXN21;0;20190123;154349;98.490000000;3
RU000A0JXN21;0;20190123;154405;98.500000000;31
RU000A0JXN21;0;20190123;154450;98.500000000;3
RU000A0JXN21;0;20190123;154511;98.490000000;1
RU000A0JXN21;0;20190123;162445;98.490000000;2
RU000A0JXN21;0;20190123;164704;98.500000000;3
RU000A0JXN21;0;20190123;165200;98.500000000;5
RU000A0JXN21;0;20190123;165233;98.500000000;2000
RU000A0JXN21;0;20190123;165734;98.490000000;18
RU000A0JXN21;0;20190123;165734;98.450000000;50
RU000A0JXN21;0;20190123;165734;98.450000000;197
RU000A0JXN21;0;20190123;165734;98.450000000;200
RU000A0JXN21;0;20190123;165734;98.430000000;170
RU000A0JXN21;0;20190123;165734;98.420000000;35
RU000A0JXN21;0;20190123;165734;98.420000000;20
RU000A0JXN21;0;20190123;165734;98.420000000;230
RU000A0JXN21;0;20190123;165734;98.400000000;19
RU000A0JXN21;0;20190123;165734;98.360000000;20
RU000A0JXN21;0;20190123;165734;98.350000000;2
RU000A0JXN21;0;20190123;165734;98.250000000;100
RU000A0JXN21;0;20190123;165734;98.220000000;50
RU000A0JXN21;0;20190123;165734;98.210000000;79
RU000A0JXN21;0;20190123;171518;98.400000000;20
RU000A0JXN21;0;20190123;171610;98.400000000;10
RU000A0JXN21;0;20190124;113237;98.670000000;3
RU000A0JXN21;0;20190124;113408;98.670000000;3
RU000A0JXN21;0;20190124;115511;98.670000000;1
RU000A0JXN21;0;20190124;120008;98.670000000;1
RU000A0JXN21;0;20190124;122623;98.670000000;20
RU000A0JXN21;0;20190124;122623;98.680000000;75
RU000A0JXN21;0;20190124;122623;98.680000000;1
RU000A0JXN21;0;20190124;122623;98.690000000;100
RU000A0JXN21;0;20190124;122623;98.690000000;500
RU000A0JXN21;0;20190124;122623;98.700000000;2304
RU000A0JXN21;0;20190124;122828;98.700000000;5000
RU000A0JXN21;0;20190124;122956;98.320000000;3
RU000A0JXN21;0;20190124;122956;98.310000000;50
RU000A0JXN21;0;20190124;122956;98.310000000;50
RU000A0JXN21;0;20190124;122956;98.300000000;61
RU000A0JXN21;0;20190124;150247;98.590000000;3
RU000A0JXN21;0;20190124;162739;98.600000000;5
RU000A0JXN21;0;20190124;163034;98.600000000;2
RU000A0JXN21;0;20190124;163557;98.600000000;1
RU000A0JXN21;0;20190124;163557;98.600000000;2
RU000A0JXN21;0;20190124;163700;98.590000000;2
RU000A0JXN21;0;20190124;172958;98.580000000;1
RU000A0JXN21;0;20190124;175759;98.590000000;3
RU000A0JXN21;0;20190124;182248;98.590000000;73
RU000A0JXN21;0;20190124;182248;98.600000000;612
RU000A0JXN21;0;20190124;182248;98.650000000;795
RU000A0JXN21;0;20190125;100049;98.700000000;1
RU000A0JXN21;0;20190125;100049;98.700000000;1
RU000A0JXN21;0;20190125;100050;98.700000000;1
RU000A0JXN21;0;20190125;100051;98.700000000;1
RU000A0JXN21;0;20190125;100052;98.700000000;1
RU000A0JXN21;0;20190125;112935;98.690000000;4
RU000A0JXN21;0;20190125;114403;98.690000000;1
RU000A0JXN21;0;20190125;122120;98.690000000;15
RU000A0JXN21;0;20190125;122120;98.690000000;350
RU000A0JXN21;0;20190125;123023;98.690000000;42
RU000A0JXN21;0;20190125;123356;98.690000000;300
RU000A0JXN21;0;20190125;132921;98.680000000;6
RU000A0JXN21;0;20190125;132921;98.690000000;289
RU000A0JXN21;0;20190125;132921;98.690000000;500
RU000A0JXN21;0;20190125;132921;98.700000000;495
RU000A0JXN21;0;20190125;132921;98.700000000;315
RU000A0JXN21;0;20190125;150611;98.690000000;14
RU000A0JXN21;0;20190125;162401;98.650000000;3
RU000A0JXN21;0;20190125;170752;98.650000000;22
RU000A0JXN21;0;20190125;170752;98.650000000;28
RU000A0JXN21;0;20190125;171124;98.650000000;500
RU000A0JXN21;0;20190125;171126;98.650000000;20
RU000A0JXN21;0;20190125;171200;98.650000000;84
RU000A0JXN21;0;20190125;171239;98.650000000;5
RU000A0JXN21;0;20190125;171705;98.650000000;1
RU000A0JXN21;0;20190125;172744;98.650000000;3
RU000A0JXN21;0;20190125;174243;98.640000000;16
RU000A0JXN21;0;20190125;175613;98.650000000;5
RU000A0JXN21;0;20190125;181001;98.640000000;10
RU000A0JXN21;0;20190125;181815;98.650000000;100
RU000A0JXN21;0;20190125;182702;98.640000000;10
RU000A0JXN21;0;20190128;104027;98.650000000;25
RU000A0JXN21;0;20190128;113825;98.650000000;1
RU000A0JXN21;0;20190128;114130;98.600000000;1
RU000A0JXN21;0;20190128;115442;98.600000000;33
RU000A0JXN21;0;20190128;115450;98.600000000;2
RU000A0JXN21;0;20190128;120518;98.600000000;3
RU000A0JXN21;0;20190128;121512;98.650000000;30
RU000A0JXN21;0;20190128;121744;98.650000000;1
RU000A0JXN21;0;20190128;131414;98.600000000;47
RU000A0JXN21;0;20190128;131414;98.600000000;2710
RU000A0JXN21;0;20190128;131414;98.600000000;52
RU000A0JXN21;0;20190128;131447;98.600000000;18
RU000A0JXN21;0;20190128;131824;98.600000000;10
RU000A0JXN21;0;20190128;133957;98.600000000;2
RU000A0JXN21;0;20190128;135718;98.550000000;30
RU000A0JXN21;0;20190128;140521;98.500000000;17
RU000A0JXN21;0;20190128;140521;98.500000000;47
RU000A0JXN21;0;20190128;140521;98.440000000;2
RU000A0JXN21;0;20190128;140521;98.430000000;50
RU000A0JXN21;0;20190128;140521;98.310000000;300
RU000A0JXN21;0;20190128;143044;98.500000000;200
RU000A0JXN21;0;20190128;154709;98.500000000;59
RU000A0JXN21;0;20190128;160828;98.540000000;12
RU000A0JXN21;0;20190128;160828;98.540000000;43
RU000A0JXN21;0;20190128;160828;98.540000000;8
RU000A0JXN21;0;20190128;160828;98.540000000;19
RU000A0JXN21;0;20190128;160828;98.550000000;138
RU000A0JXN21;0;20190128;160828;98.600000000;385
