<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
RU000A100V79;1;20190926;142100;100.0500000;100.0500000;100.0500000;100.0500000;10
RU000A100V79;1;20190926;142400;100.0500000;100.0500000;100.0500000;100.0500000;1
RU000A100V79;1;20190926;142700;100.0500000;100.0500000;100.0500000;100.0500000;37
RU000A100V79;1;20190926;142900;100.0500000;100.0500000;100.0500000;100.0500000;51
RU000A100V79;1;20190926;143100;100.0500000;100.0500000;100.0500000;100.0500000;1
RU000A100V79;1;20190926;143300;100.0500000;100.0500000;100.0500000;100.0500000;22
RU000A100V79;1;20190926;143400;100.0500000;100.0500000;100.0500000;100.0500000;32
RU000A100V79;1;20190926;143500;100.0500000;100.0500000;100.0500000;100.0500000;1
RU000A100V79;1;20190926;143800;100.0500000;100.0500000;100.0500000;100.0500000;2
RU000A100V79;1;20190926;145000;100.0500000;100.0500000;100.0500000;100.0500000;22
RU000A100V79;1;20190926;145300;100.0500000;100.0500000;100.0500000;100.0500000;30
RU000A100V79;1;20190926;145400;100.0500000;100.0500000;100.0500000;100.0500000;1010
RU000A100V79;1;20190926;145800;100.0500000;100.0500000;100.0500000;100.0500000;20
RU000A100V79;1;20190926;150200;100.0500000;100.0500000;100.0500000;100.0500000;100
RU000A100V79;1;20190926;150900;100.0500000;100.0500000;100.0500000;100.0500000;1
RU000A100V79;1;20190926;151000;100.0500000;100.0500000;100.0500000;100.0500000;10
RU000A100V79;1;20190926;152400;100.0500000;100.0500000;100.0500000;100.0500000;300
RU000A100V79;1;20190926;152500;100.0500000;100.0500000;100.0500000;100.0500000;13
RU000A100V79;1;20190926;152700;100.0400000;100.0400000;100.0400000;100.0400000;6
RU000A100V79;1;20190926;152800;100.0900000;100.0900000;100.0900000;100.0900000;35
RU000A100V79;1;20190926;152900;100.0900000;100.0900000;100.0900000;100.0900000;20
RU000A100V79;1;20190926;154100;100.0900000;100.0900000;100.0900000;100.0900000;4
RU000A100V79;1;20190926;160400;100.0900000;100.0900000;100.0900000;100.0900000;42
RU000A100V79;1;20190926;164300;100.0800000;100.0900000;100.0800000;100.0900000;300
RU000A100V79;1;20190926;164600;100.0600000;100.0600000;100.0600000;100.0600000;308
RU000A100V79;1;20190926;165300;100.0600000;100.0600000;100.0600000;100.0600000;100
RU000A100V79;1;20190926;165600;100.0900000;100.0900000;100.0900000;100.0900000;870
RU000A100V79;1;20190926;171200;100.0900000;100.0900000;100.0900000;100.0900000;5
RU000A100V79;1;20190926;171800;100.0900000;100.0900000;100.0900000;100.0900000;10
RU000A100V79;1;20190926;171900;100.0900000;100.0900000;100.0900000;100.0900000;3
RU000A100V79;1;20190926;173700;100.0800000;100.0800000;100.0800000;100.0800000;5
RU000A100V79;1;20190926;174800;100.0800000;100.0800000;100.0800000;100.0800000;60
RU000A100V79;1;20190926;175300;100.0800000;100.0800000;100.0800000;100.0800000;1
RU000A100V79;1;20190926;181300;100.0800000;100.1000000;100.0800000;100.1000000;360
RU000A100V79;1;20190926;182800;100.1000000;100.1000000;100.1000000;100.1000000;10
RU000A100V79;1;20190927;100200;100.1000000;100.1000000;100.1000000;100.1000000;20
RU000A100V79;1;20190927;100500;100.0900000;100.0900000;100.0900000;100.0900000;43
RU000A100V79;1;20190927;102800;100.0900000;100.0900000;100.0900000;100.0900000;66
RU000A100V79;1;20190927;104000;100.0700000;100.0700000;100.0700000;100.0700000;10
RU000A100V79;1;20190927;104600;100.0700000;100.0700000;100.0700000;100.0700000;10
RU000A100V79;1;20190927;104800;100.0700000;100.0700000;100.0700000;100.0700000;10
RU000A100V79;1;20190927;105200;100.0700000;100.0700000;100.0700000;100.0700000;30
RU000A100V79;1;20190927;110200;100.0700000;100.0700000;100.0700000;100.0700000;10
RU000A100V79;1;20190927;110700;100.0700000;100.0700000;100.0700000;100.0700000;30
RU000A100V79;1;20190927;112100;100.0700000;100.0700000;100.0700000;100.0700000;5
RU000A100V79;1;20190927;112400;100.0700000;100.0700000;100.0700000;100.0700000;3
RU000A100V79;1;20190927;112700;100.0700000;100.0700000;100.0700000;100.0700000;392
RU000A100V79;1;20190927;114600;100.0900000;100.0900000;100.0900000;100.0900000;150
RU000A100V79;1;20190927;120100;100.0700000;100.0700000;100.0700000;100.0700000;1
RU000A100V79;1;20190927;121300;100.0900000;100.0900000;100.0900000;100.0900000;1
RU000A100V79;1;20190927;121800;100.0900000;100.0900000;100.0900000;100.0900000;1
RU000A100V79;1;20190927;122900;100.0900000;100.0900000;100.0900000;100.0900000;5
RU000A100V79;1;20190927;123800;100.0900000;100.0900000;100.0900000;100.0900000;5
RU000A100V79;1;20190927;124700;100.0900000;100.0900000;100.0900000;100.0900000;88
RU000A100V79;1;20190927;125300;100.1000000;100.1000000;100.1000000;100.1000000;99
RU000A100V79;1;20190927;130300;100.0900000;100.0900000;100.0900000;100.0900000;7
RU000A100V79;1;20190927;130500;100.0900000;100.0900000;100.0900000;100.0900000;32
RU000A100V79;1;20190927;130800;100.0900000;100.0900000;100.0900000;100.0900000;261
RU000A100V79;1;20190927;130900;100.1000000;100.1000000;100.1000000;100.1000000;260
RU000A100V79;1;20190927;131200;100.1000000;100.1000000;100.1000000;100.1000000;13
RU000A100V79;1;20190927;131800;100.1000000;100.1000000;100.1000000;100.1000000;3255
RU000A100V79;1;20190927;132000;100.1000000;100.1000000;100.1000000;100.1000000;439
RU000A100V79;1;20190927;132500;100.0900000;100.0900000;100.0900000;100.0900000;100
RU000A100V79;1;20190927;132800;100.1000000;100.1000000;100.1000000;100.1000000;100
RU000A100V79;1;20190927;133600;100.0900000;100.1000000;100.0900000;100.1000000;2000
RU000A100V79;1;20190927;135200;100.1000000;100.1000000;100.1000000;100.1000000;200
RU000A100V79;1;20190927;141000;100.1000000;100.1000000;100.1000000;100.1000000;41
RU000A100V79;1;20190927;141200;100.1000000;100.1000000;100.1000000;100.1000000;130
RU000A100V79;1;20190927;144000;100.0800000;100.0800000;100.0500000;100.0500000;3000
RU000A100V79;1;20190927;144900;100.0900000;100.0900000;100.0900000;100.0900000;51
RU000A100V79;1;20190927;145600;100.0900000;100.0900000;100.0900000;100.0900000;10
RU000A100V79;1;20190927;151000;100.0900000;100.0900000;100.0900000;100.0900000;1
RU000A100V79;1;20190927;151200;100.0900000;100.0900000;100.0900000;100.0900000;2
