<TICKER>;<PER>;<DATE>;<TIME>;<LAST>;<VOL>
RU000A0JXQ93;0;20190115;112625;104.400000000;45
RU000A0JXQ93;0;20190115;115543;104.400000000;10
RU000A0JXQ93;0;20190115;131744;104.400000000;25
RU000A0JXQ93;0;20190115;132112;104.220000000;8
RU000A0JXQ93;0;20190115;132112;104.210000000;14
RU000A0JXQ93;0;20190115;132138;104.210000000;1
RU000A0JXQ93;0;20190115;132138;104.200000000;20
RU000A0JXQ93;0;20190115;132205;104.160000000;7
RU000A0JXQ93;0;20190115;133318;104.370000000;5
RU000A0JXQ93;0;20190115;135054;104.170000000;1
RU000A0JXQ93;0;20190115;143847;104.360000000;1
RU000A0JXQ93;0;20190115;144714;104.360000000;3
RU000A0JXQ93;0;20190115;144806;104.170000000;4
RU000A0JXQ93;0;20190115;144806;104.160000000;23
RU000A0JXQ93;0;20190115;144806;104.150000000;46
RU000A0JXQ93;0;20190115;145857;104.360000000;5
RU000A0JXQ93;0;20190115;152140;104.170000000;9
RU000A0JXQ93;0;20190115;152140;104.160000000;20
RU000A0JXQ93;0;20190115;152140;104.150000000;131
RU000A0JXQ93;0;20190115;153148;104.360000000;2
RU000A0JXQ93;0;20190115;162918;104.290000000;13
RU000A0JXQ93;0;20190115;162918;104.300000000;7
RU000A0JXQ93;0;20190115;163152;104.300000000;11
RU000A0JXQ93;0;20190115;163707;104.300000000;1
RU000A0JXQ93;0;20190115;165404;104.300000000;4
RU000A0JXQ93;0;20190115;165404;104.370000000;8
RU000A0JXQ93;0;20190115;165404;104.370000000;10
RU000A0JXQ93;0;20190115;165404;104.380000000;35
RU000A0JXQ93;0;20190115;170752;104.380000000;1
RU000A0JXQ93;0;20190115;172439;104.390000000;1
RU000A0JXQ93;0;20190115;173553;104.390000000;94
RU000A0JXQ93;0;20190115;173909;104.390000000;5
RU000A0JXQ93;0;20190115;173909;104.390000000;6
RU000A0JXQ93;0;20190115;174101;104.390000000;4
RU000A0JXQ93;0;20190115;174141;104.230000000;4
RU000A0JXQ93;0;20190115;174327;104.380000000;4
RU000A0JXQ93;0;20190115;175402;104.390000000;1
RU000A0JXQ93;0;20190115;182116;104.170000000;1
RU000A0JXQ93;0;20190115;183824;104.380000000;1
RU000A0JXQ93;0;20190115;183824;104.390000000;3
RU000A0JXQ93;0;20190115;183824;104.400000000;3
RU000A0JXQ93;0;20190116;100112;103.580000000;1
RU000A0JXQ93;0;20190116;100846;104.390000000;1
RU000A0JXQ93;0;20190116;100846;104.400000000;9
RU000A0JXQ93;0;20190116;115203;104.300000000;16
RU000A0JXQ93;0;20190116;120418;104.300000000;64
RU000A0JXQ93;0;20190116;120418;104.390000000;10
RU000A0JXQ93;0;20190116;120418;104.400000000;76
RU000A0JXQ93;0;20190116;131812;104.400000000;10
RU000A0JXQ93;0;20190116;135415;104.390000000;5
RU000A0JXQ93;0;20190116;135415;104.400000000;295
RU000A0JXQ93;0;20190116;141741;104.400000000;30
RU000A0JXQ93;0;20190116;142554;104.400000000;1
RU000A0JXQ93;0;20190116;150626;104.300000000;6
RU000A0JXQ93;0;20190116;150626;104.310000000;4
RU000A0JXQ93;0;20190116;151446;104.310000000;2
RU000A0JXQ93;0;20190116;151446;104.400000000;2
RU000A0JXQ93;0;20190116;160326;104.400000000;1
RU000A0JXQ93;0;20190116;161552;104.390000000;1
RU000A0JXQ93;0;20190116;161645;104.080000000;4
RU000A0JXQ93;0;20190116;161645;104.070000000;4
RU000A0JXQ93;0;20190116;162300;104.340000000;2
RU000A0JXQ93;0;20190116;170420;104.390000000;1
RU000A0JXQ93;0;20190116;170456;104.390000000;3
RU000A0JXQ93;0;20190116;170456;104.390000000;4
RU000A0JXQ93;0;20190116;171006;104.390000000;1
RU000A0JXQ93;0;20190116;172044;104.400000000;3
RU000A0JXQ93;0;20190116;174831;104.400000000;220
RU000A0JXQ93;0;20190116;174831;104.400000000;501
RU000A0JXQ93;0;20190116;174831;104.400000000;6
RU000A0JXQ93;0;20190116;174831;104.400000000;1
RU000A0JXQ93;0;20190116;174831;104.400000000;161
RU000A0JXQ93;0;20190116;174831;104.400000000;111
RU000A0JXQ93;0;20190116;175136;104.400000000;18
RU000A0JXQ93;0;20190116;180126;104.400000000;30
RU000A0JXQ93;0;20190116;180352;104.400000000;40
RU000A0JXQ93;0;20190116;182006;104.400000000;1
